#Column 1: Rest Wavelength (microns)
#Column 2: Luminosity (W/Hz)
#Column 3: DLnu (W/Hz)
wavelength luminosity  uncertainty
 834.500   5.880E+23   3.554E+22
 834.600   5.878E+23   3.553E+22
 834.700   5.876E+23   3.551E+22
 834.800   5.874E+23   3.550E+22
 834.900   5.871E+23   3.549E+22
 835.000   5.869E+23   3.547E+22
 835.100   5.867E+23   3.546E+22
 835.200   5.865E+23   3.545E+22
 835.300   5.863E+23   3.543E+22
 835.400   5.860E+23   3.542E+22
 835.500   5.858E+23   3.540E+22
 835.600   5.856E+23   3.539E+22
 835.700   5.854E+23   3.538E+22
 835.800   5.852E+23   3.536E+22
 835.900   5.849E+23   3.535E+22
 836.000   5.847E+23   3.534E+22
 836.100   5.845E+23   3.532E+22
 836.200   5.843E+23   3.531E+22
 836.300   5.841E+23   3.530E+22
 836.400   5.839E+23   3.528E+22
 836.500   5.836E+23   3.527E+22
 836.600   5.834E+23   3.526E+22
 836.700   5.832E+23   3.524E+22
 836.800   5.830E+23   3.523E+22
 836.900   5.828E+23   3.521E+22
 837.000   5.825E+23   3.520E+22
 837.100   5.823E+23   3.519E+22
 837.200   5.821E+23   3.517E+22
 837.300   5.819E+23   3.516E+22
 837.400   5.817E+23   3.515E+22
 837.500   5.815E+23   3.513E+22
 837.600   5.812E+23   3.512E+22
 837.700   5.810E+23   3.511E+22
 837.800   5.808E+23   3.509E+22
 837.900   5.806E+23   3.508E+22
 838.000   5.804E+23   3.507E+22
 838.100   5.802E+23   3.505E+22
 838.200   5.799E+23   3.504E+22
 838.300   5.797E+23   3.503E+22
 838.400   5.795E+23   3.501E+22
 838.500   5.793E+23   3.500E+22
 838.600   5.791E+23   3.499E+22
 838.700   5.789E+23   3.497E+22
 838.800   5.786E+23   3.496E+22
 838.900   5.784E+23   3.495E+22
 839.000   5.782E+23   3.493E+22
 839.100   5.780E+23   3.492E+22
 839.200   5.778E+23   3.491E+22
 839.300   5.776E+23   3.489E+22
 839.400   5.773E+23   3.488E+22
 839.500   5.771E+23   3.487E+22
 839.600   5.769E+23   3.485E+22
 839.700   5.767E+23   3.484E+22
 839.800   5.765E+23   3.483E+22
 839.900   5.763E+23   3.481E+22
 840.000   5.761E+23   3.480E+22
 840.100   5.758E+23   3.479E+22
 840.200   5.756E+23   3.477E+22
 840.300   5.754E+23   3.476E+22
 840.400   5.752E+23   3.475E+22
 840.500   5.750E+23   3.473E+22
 840.600   5.748E+23   3.472E+22
 840.700   5.746E+23   3.471E+22
 840.800   5.743E+23   3.469E+22
 840.900   5.741E+23   3.468E+22
 841.000   5.739E+23   3.467E+22
 841.100   5.737E+23   3.465E+22
 841.200   5.735E+23   3.464E+22
 841.300   5.733E+23   3.463E+22
 841.400   5.731E+23   3.461E+22
 841.500   5.728E+23   3.460E+22
 841.600   5.726E+23   3.459E+22
 841.700   5.724E+23   3.457E+22
 841.800   5.722E+23   3.456E+22
 841.900   5.720E+23   3.455E+22
 842.000   5.718E+23   3.453E+22
 842.100   5.716E+23   3.452E+22
 842.200   5.714E+23   3.451E+22
 842.300   5.711E+23   3.449E+22
 842.400   5.709E+23   3.448E+22
 842.500   5.707E+23   3.447E+22
 842.600   5.705E+23   3.445E+22
 842.700   5.703E+23   3.444E+22
 842.800   5.701E+23   3.443E+22
 842.900   5.699E+23   3.442E+22
 843.000   5.697E+23   3.440E+22
 843.100   5.694E+23   3.439E+22
 843.200   5.692E+23   3.438E+22
 843.300   5.690E+23   3.436E+22
 843.400   5.688E+23   3.435E+22
 843.500   5.686E+23   3.434E+22
 843.600   5.684E+23   3.432E+22
 843.700   5.682E+23   3.431E+22
 843.800   5.680E+23   3.430E+22
 843.900   5.678E+23   3.428E+22
 844.000   5.675E+23   3.427E+22
 844.100   5.673E+23   3.426E+22
 844.200   5.671E+23   3.425E+22
 844.300   5.669E+23   3.423E+22
 844.400   5.667E+23   3.422E+22
 844.500   5.665E+23   3.421E+22
 844.600   5.663E+23   3.419E+22
 844.700   5.661E+23   3.418E+22
 844.800   5.659E+23   3.417E+22
 844.900   5.657E+23   3.415E+22
 845.000   5.654E+23   3.414E+22
 845.100   5.652E+23   3.413E+22
 845.200   5.650E+23   3.412E+22
 845.300   5.648E+23   3.410E+22
 845.400   5.646E+23   3.409E+22
 845.500   5.644E+23   3.408E+22
 845.600   5.642E+23   3.406E+22
 845.700   5.640E+23   3.405E+22
 845.800   5.638E+23   3.404E+22
 845.900   5.636E+23   3.402E+22
 846.000   5.634E+23   3.401E+22
 846.100   5.631E+23   3.400E+22
 846.200   5.629E+23   3.399E+22
 846.300   5.627E+23   3.397E+22
 846.400   5.625E+23   3.396E+22
 846.500   5.623E+23   3.395E+22
 846.600   5.621E+23   3.393E+22
 846.700   5.619E+23   3.392E+22
 846.800   5.617E+23   3.391E+22
 846.900   5.615E+23   3.390E+22
 847.000   5.613E+23   3.388E+22
 847.100   5.611E+23   3.387E+22
 847.200   5.609E+23   3.386E+22
 847.300   5.606E+23   3.384E+22
 847.400   5.604E+23   3.383E+22
 847.500   5.602E+23   3.382E+22
 847.600   5.600E+23   3.381E+22
 847.700   5.598E+23   3.379E+22
 847.800   5.596E+23   3.378E+22
 847.900   5.594E+23   3.377E+22
 848.000   5.592E+23   3.375E+22
 848.100   5.590E+23   3.374E+22
 848.200   5.588E+23   3.373E+22
 848.300   5.586E+23   3.372E+22
 848.400   5.584E+23   3.370E+22
 848.500   5.582E+23   3.369E+22
 848.600   5.580E+23   3.368E+22
 848.700   5.578E+23   3.366E+22
 848.800   5.575E+23   3.365E+22
 848.900   5.573E+23   3.364E+22
 849.000   5.571E+23   3.363E+22
 849.100   5.569E+23   3.361E+22
 849.200   5.567E+23   3.360E+22
 849.300   5.565E+23   3.359E+22
 849.400   5.563E+23   3.358E+22
 849.500   5.561E+23   3.356E+22
 849.600   5.559E+23   3.355E+22
 849.700   5.557E+23   3.354E+22
 849.800   5.555E+23   3.352E+22
 849.900   5.553E+23   3.351E+22
 850.000   5.551E+23   3.350E+22
 850.100   5.549E+23   3.349E+22
 850.200   5.547E+23   3.347E+22
 850.300   5.545E+23   3.346E+22
 850.400   5.543E+23   3.345E+22
 850.500   5.541E+23   3.344E+22
 850.600   5.539E+23   3.342E+22
 850.700   5.537E+23   3.341E+22
 850.800   5.534E+23   3.340E+22
 850.900   5.532E+23   3.339E+22
 851.000   5.530E+23   3.337E+22
 851.100   5.528E+23   3.336E+22
 851.200   5.526E+23   3.335E+22
 851.300   5.524E+23   3.333E+22
 851.400   5.522E+23   3.332E+22
 851.500   5.520E+23   3.331E+22
 851.600   5.518E+23   3.330E+22
 851.700   5.516E+23   3.328E+22
 851.800   5.514E+23   3.327E+22
 851.900   5.512E+23   3.326E+22
 852.000   5.510E+23   3.325E+22
 852.100   5.508E+23   3.323E+22
 852.200   5.506E+23   3.322E+22
 852.300   5.504E+23   3.321E+22
 852.400   5.502E+23   3.320E+22
 852.500   5.500E+23   3.318E+22
 852.600   5.498E+23   3.317E+22
 852.700   5.496E+23   3.316E+22
 852.800   5.494E+23   3.315E+22
 852.900   5.492E+23   3.313E+22
 853.000   5.490E+23   3.312E+22
 853.100   5.488E+23   3.311E+22
 853.200   5.486E+23   3.310E+22
 853.300   5.484E+23   3.308E+22
 853.400   5.482E+23   3.307E+22
 853.500   5.480E+23   3.306E+22
 853.600   5.478E+23   3.305E+22
 853.700   5.476E+23   3.303E+22
 853.800   5.474E+23   3.302E+22
 853.900   5.472E+23   3.301E+22
 854.000   5.470E+23   3.300E+22
 854.100   5.468E+23   3.298E+22
 854.200   5.466E+23   3.297E+22
 854.300   5.464E+23   3.296E+22
 854.400   5.462E+23   3.295E+22
 854.500   5.460E+23   3.293E+22
 854.600   5.458E+23   3.292E+22
 854.700   5.456E+23   3.291E+22
 854.800   5.454E+23   3.290E+22
 854.900   5.452E+23   3.289E+22
 855.000   5.450E+23   3.287E+22
 855.100   5.448E+23   3.286E+22
 855.200   5.446E+23   3.285E+22
 855.300   5.444E+23   3.284E+22
 855.400   5.442E+23   3.282E+22
 855.500   5.440E+23   3.281E+22
 855.600   5.438E+23   3.280E+22
 855.700   5.436E+23   3.279E+22
 855.800   5.434E+23   3.277E+22
 855.900   5.432E+23   3.276E+22
 856.000   5.430E+23   3.275E+22
 856.100   5.428E+23   3.274E+22
 856.200   5.426E+23   3.272E+22
 856.300   5.424E+23   3.271E+22
 856.400   5.422E+23   3.270E+22
 856.500   5.420E+23   3.269E+22
 856.600   5.418E+23   3.268E+22
 856.700   5.416E+23   3.266E+22
 856.800   5.414E+23   3.265E+22
 856.900   5.412E+23   3.264E+22
 857.000   5.410E+23   3.263E+22
 857.100   5.408E+23   3.261E+22
 857.200   5.406E+23   3.260E+22
 857.300   5.404E+23   3.259E+22
 857.400   5.402E+23   3.258E+22
 857.500   5.400E+23   3.257E+22
 857.600   5.398E+23   3.255E+22
 857.700   5.396E+23   3.254E+22
 857.800   5.394E+23   3.253E+22
 857.900   5.392E+23   3.252E+22
 858.000   5.390E+23   3.250E+22
 858.100   5.388E+23   3.249E+22
 858.200   5.386E+23   3.248E+22
 858.300   5.384E+23   3.247E+22
 858.400   5.382E+23   3.246E+22
 858.500   5.380E+23   3.244E+22
 858.600   5.378E+23   3.243E+22
 858.700   5.376E+23   3.242E+22
 858.800   5.374E+23   3.241E+22
 858.900   5.372E+23   3.239E+22
 859.000   5.370E+23   3.238E+22
 859.100   5.368E+23   3.237E+22
 859.200   5.366E+23   3.236E+22
 859.300   5.364E+23   3.235E+22
 859.400   5.363E+23   3.233E+22
 859.500   5.361E+23   3.232E+22
 859.600   5.359E+23   3.231E+22
 859.700   5.357E+23   3.230E+22
 859.800   5.355E+23   3.229E+22
 859.900   5.353E+23   3.227E+22
 860.000   5.351E+23   3.226E+22
 860.100   5.349E+23   3.225E+22
 860.200   5.347E+23   3.224E+22
 860.300   5.345E+23   3.223E+22
 860.400   5.343E+23   3.221E+22
 860.500   5.341E+23   3.220E+22
 860.600   5.339E+23   3.219E+22
 860.700   5.337E+23   3.218E+22
 860.800   5.335E+23   3.217E+22
 860.900   5.333E+23   3.215E+22
 861.000   5.331E+23   3.214E+22
 861.100   5.329E+23   3.213E+22
 861.200   5.327E+23   3.212E+22
 861.300   5.325E+23   3.211E+22
 861.400   5.323E+23   3.209E+22
 861.500   5.322E+23   3.208E+22
 861.600   5.320E+23   3.207E+22
 861.700   5.318E+23   3.206E+22
 861.800   5.316E+23   3.205E+22
 861.900   5.314E+23   3.203E+22
 862.000   5.312E+23   3.202E+22
 862.100   5.310E+23   3.201E+22
 862.200   5.308E+23   3.200E+22
 862.300   5.306E+23   3.199E+22
 862.400   5.304E+23   3.197E+22
 862.500   5.302E+23   3.196E+22
 862.600   5.300E+23   3.195E+22
 862.700   5.298E+23   3.194E+22
 862.800   5.296E+23   3.193E+22
 862.900   5.294E+23   3.191E+22
 863.000   5.293E+23   3.190E+22
 863.100   5.291E+23   3.189E+22
 863.200   5.289E+23   3.188E+22
 863.300   5.287E+23   3.187E+22
 863.400   5.285E+23   3.185E+22
 863.500   5.283E+23   3.184E+22
 863.600   5.281E+23   3.183E+22
 863.700   5.279E+23   3.182E+22
 863.800   5.277E+23   3.181E+22
 863.900   5.275E+23   3.179E+22
 864.000   5.273E+23   3.178E+22
 864.100   5.271E+23   3.177E+22
 864.200   5.269E+23   3.176E+22
 864.300   5.268E+23   3.175E+22
 864.400   5.266E+23   3.174E+22
 864.500   5.264E+23   3.172E+22
 864.600   5.262E+23   3.171E+22
 864.700   5.260E+23   3.170E+22
 864.800   5.258E+23   3.169E+22
 864.900   5.256E+23   3.168E+22
 865.000   5.254E+23   3.166E+22
 865.100   5.252E+23   3.165E+22
 865.200   5.250E+23   3.164E+22
 865.300   5.248E+23   3.163E+22
 865.400   5.247E+23   3.162E+22
 865.500   5.245E+23   3.161E+22
 865.600   5.243E+23   3.159E+22
 865.700   5.241E+23   3.158E+22
 865.800   5.239E+23   3.157E+22
 865.900   5.237E+23   3.156E+22
 866.000   5.235E+23   3.155E+22
 866.100   5.233E+23   3.154E+22
 866.200   5.231E+23   3.152E+22
 866.300   5.229E+23   3.151E+22
 866.400   5.228E+23   3.150E+22
 866.500   5.226E+23   3.149E+22
 866.600   5.224E+23   3.148E+22
 866.700   5.222E+23   3.147E+22
 866.800   5.220E+23   3.145E+22
 866.900   5.218E+23   3.144E+22
 867.000   5.216E+23   3.143E+22
 867.100   5.214E+23   3.142E+22
 867.200   5.212E+23   3.141E+22
 867.300   5.210E+23   3.139E+22
 867.400   5.209E+23   3.138E+22
 867.500   5.207E+23   3.137E+22
 867.600   5.205E+23   3.136E+22
 867.700   5.203E+23   3.135E+22
 867.800   5.201E+23   3.134E+22
 867.900   5.199E+23   3.133E+22
 868.000   5.197E+23   3.131E+22
 868.100   5.195E+23   3.130E+22
 868.200   5.194E+23   3.129E+22
 868.300   5.192E+23   3.128E+22
 868.400   5.190E+23   3.127E+22
 868.500   5.188E+23   3.126E+22
 868.600   5.186E+23   3.124E+22
 868.700   5.184E+23   3.123E+22
 868.800   5.182E+23   3.122E+22
 868.900   5.180E+23   3.121E+22
 869.000   5.179E+23   3.120E+22
 869.100   5.177E+23   3.119E+22
 869.200   5.175E+23   3.117E+22
 869.300   5.173E+23   3.116E+22
 869.400   5.171E+23   3.115E+22
 869.500   5.169E+23   3.114E+22
 869.600   5.167E+23   3.113E+22
 869.700   5.165E+23   3.112E+22
 869.800   5.164E+23   3.111E+22
 869.900   5.162E+23   3.109E+22
 870.000   5.160E+23   3.108E+22
 870.100   5.158E+23   3.107E+22
 870.200   5.156E+23   3.106E+22
 870.300   5.154E+23   3.105E+22
 870.400   5.152E+23   3.104E+22
 870.500   5.150E+23   3.102E+22
 870.600   5.149E+23   3.101E+22
 870.700   5.147E+23   3.100E+22
 870.800   5.145E+23   3.099E+22
 870.900   5.143E+23   3.098E+22
 871.000   5.141E+23   3.097E+22
 871.100   5.139E+23   3.096E+22
 871.200   5.137E+23   3.094E+22
 871.300   5.136E+23   3.093E+22
 871.400   5.134E+23   3.092E+22
 871.500   5.132E+23   3.091E+22
 871.600   5.130E+23   3.090E+22
 871.700   5.128E+23   3.089E+22
 871.800   5.126E+23   3.088E+22
 871.900   5.125E+23   3.086E+22
 872.000   5.123E+23   3.085E+22
 872.100   5.121E+23   3.084E+22
 872.200   5.119E+23   3.083E+22
 872.300   5.117E+23   3.082E+22
 872.400   5.115E+23   3.081E+22
 872.500   5.113E+23   3.080E+22
 872.600   5.112E+23   3.078E+22
 872.700   5.110E+23   3.077E+22
 872.800   5.108E+23   3.076E+22
 872.900   5.106E+23   3.075E+22
 873.000   5.104E+23   3.074E+22
 873.100   5.102E+23   3.073E+22
 873.200   5.101E+23   3.072E+22
 873.300   5.099E+23   3.070E+22
 873.400   5.097E+23   3.069E+22
 873.500   5.095E+23   3.068E+22
 873.600   5.093E+23   3.067E+22
 873.700   5.091E+23   3.066E+22
 873.800   5.090E+23   3.065E+22
 873.900   5.088E+23   3.064E+22
 874.000   5.086E+23   3.063E+22
 874.100   5.084E+23   3.061E+22
 874.200   5.082E+23   3.060E+22
 874.300   5.080E+23   3.059E+22
 874.400   5.079E+23   3.058E+22
 874.500   5.077E+23   3.057E+22
 874.600   5.075E+23   3.056E+22
 874.700   5.073E+23   3.055E+22
 874.800   5.071E+23   3.054E+22
 874.900   5.069E+23   3.052E+22
 875.000   5.068E+23   3.051E+22
 875.100   5.066E+23   3.050E+22
 875.200   5.064E+23   3.049E+22
 875.300   5.062E+23   3.048E+22
 875.400   5.060E+23   3.047E+22
 875.500   5.058E+23   3.046E+22
 875.600   5.057E+23   3.045E+22
 875.700   5.055E+23   3.043E+22
 875.800   5.053E+23   3.042E+22
 875.900   5.051E+23   3.041E+22
 876.000   5.049E+23   3.040E+22
 876.100   5.048E+23   3.039E+22
 876.200   5.046E+23   3.038E+22
 876.300   5.044E+23   3.037E+22
 876.400   5.042E+23   3.036E+22
 876.500   5.040E+23   3.034E+22
 876.600   5.039E+23   3.033E+22
 876.700   5.037E+23   3.032E+22
 876.800   5.035E+23   3.031E+22
 876.900   5.033E+23   3.030E+22
 877.000   5.031E+23   3.029E+22
 877.100   5.030E+23   3.028E+22
 877.200   5.028E+23   3.027E+22
 877.300   5.026E+23   3.026E+22
 877.400   5.024E+23   3.024E+22
 877.500   5.022E+23   3.023E+22
 877.600   5.020E+23   3.022E+22
 877.700   5.019E+23   3.021E+22
 877.800   5.017E+23   3.020E+22
 877.900   5.015E+23   3.019E+22
 878.000   5.013E+23   3.018E+22
 878.100   5.011E+23   3.017E+22
 878.200   5.010E+23   3.016E+22
 878.300   5.008E+23   3.014E+22
 878.400   5.006E+23   3.013E+22
 878.500   5.004E+23   3.012E+22
 878.600   5.003E+23   3.011E+22
 878.700   5.001E+23   3.010E+22
 878.800   4.999E+23   3.009E+22
 878.900   4.997E+23   3.008E+22
 879.000   4.995E+23   3.007E+22
 879.100   4.994E+23   3.006E+22
 879.200   4.992E+23   3.005E+22
 879.300   4.990E+23   3.003E+22
 879.400   4.988E+23   3.002E+22
 879.500   4.986E+23   3.001E+22
 879.600   4.985E+23   3.000E+22
 879.700   4.983E+23   2.999E+22
 879.800   4.981E+23   2.998E+22
 879.900   4.979E+23   2.997E+22
 880.000   4.977E+23   2.996E+22
 880.100   4.976E+23   2.995E+22
 880.200   4.974E+23   2.994E+22
 880.300   4.972E+23   2.992E+22
 880.400   4.970E+23   2.991E+22
 880.500   4.969E+23   2.990E+22
 880.600   4.967E+23   2.989E+22
 880.700   4.965E+23   2.988E+22
 880.800   4.963E+23   2.987E+22
 880.900   4.961E+23   2.986E+22
 881.000   4.960E+23   2.985E+22
 881.100   4.958E+23   2.984E+22
 881.200   4.956E+23   2.983E+22
 881.300   4.954E+23   2.981E+22
 881.400   4.953E+23   2.980E+22
 881.500   4.951E+23   2.979E+22
 881.600   4.949E+23   2.978E+22
 881.700   4.947E+23   2.977E+22
 881.800   4.946E+23   2.976E+22
 881.900   4.944E+23   2.975E+22
 882.000   4.942E+23   2.974E+22
 882.100   4.940E+23   2.973E+22
 882.200   4.938E+23   2.972E+22
 882.300   4.937E+23   2.971E+22
 882.400   4.935E+23   2.970E+22
 882.500   4.933E+23   2.968E+22
 882.600   4.931E+23   2.967E+22
 882.700   4.930E+23   2.966E+22
 882.800   4.928E+23   2.965E+22
 882.900   4.926E+23   2.964E+22
 883.000   4.924E+23   2.963E+22
 883.100   4.923E+23   2.962E+22
 883.200   4.921E+23   2.961E+22
 883.300   4.919E+23   2.960E+22
 883.400   4.917E+23   2.959E+22
 883.500   4.916E+23   2.958E+22
 883.600   4.914E+23   2.957E+22
 883.700   4.912E+23   2.955E+22
 883.800   4.910E+23   2.954E+22
 883.900   4.909E+23   2.953E+22
 884.000   4.907E+23   2.952E+22
 884.100   4.905E+23   2.951E+22
 884.200   4.903E+23   2.950E+22
 884.300   4.902E+23   2.949E+22
 884.400   4.900E+23   2.948E+22
 884.500   4.898E+23   2.947E+22
 884.600   4.896E+23   2.946E+22
 884.700   4.895E+23   2.945E+22
 884.800   4.893E+23   2.944E+22
 884.900   4.891E+23   2.943E+22
 885.000   4.889E+23   2.941E+22
 885.100   4.888E+23   2.940E+22
 885.200   4.886E+23   2.939E+22
 885.300   4.884E+23   2.938E+22
 885.400   4.882E+23   2.937E+22
 885.500   4.881E+23   2.936E+22
 885.600   4.879E+23   2.935E+22
 885.700   4.877E+23   2.934E+22
 885.800   4.876E+23   2.933E+22
 885.900   4.874E+23   2.932E+22
 886.000   4.872E+23   2.931E+22
 886.100   4.870E+23   2.930E+22
 886.200   4.869E+23   2.929E+22
 886.300   4.867E+23   2.928E+22
 886.400   4.865E+23   2.926E+22
 886.500   4.863E+23   2.925E+22
 886.600   4.862E+23   2.924E+22
 886.700   4.860E+23   2.923E+22
 886.800   4.858E+23   2.922E+22
 886.900   4.856E+23   2.921E+22
 887.000   4.855E+23   2.920E+22
 887.100   4.853E+23   2.919E+22
 887.200   4.851E+23   2.918E+22
 887.300   4.850E+23   2.917E+22
 887.400   4.848E+23   2.916E+22
 887.500   4.846E+23   2.915E+22
 887.600   4.844E+23   2.914E+22
 887.700   4.843E+23   2.913E+22
 887.800   4.841E+23   2.912E+22
 887.900   4.839E+23   2.911E+22
 888.000   4.838E+23   2.909E+22
 888.100   4.836E+23   2.908E+22
 888.200   4.834E+23   2.907E+22
 888.300   4.832E+23   2.906E+22
 888.400   4.831E+23   2.905E+22
 888.500   4.829E+23   2.904E+22
 888.600   4.827E+23   2.903E+22
 888.700   4.826E+23   2.902E+22
 888.800   4.824E+23   2.901E+22
 888.900   4.822E+23   2.900E+22
 889.000   4.820E+23   2.899E+22
 889.100   4.819E+23   2.898E+22
 889.200   4.817E+23   2.897E+22
 889.300   4.815E+23   2.896E+22
 889.400   4.814E+23   2.895E+22
 889.500   4.812E+23   2.894E+22
 889.600   4.810E+23   2.893E+22
 889.700   4.808E+23   2.892E+22
 889.800   4.807E+23   2.891E+22
 889.900   4.805E+23   2.889E+22
 890.000   4.803E+23   2.888E+22
 890.100   4.802E+23   2.887E+22
 890.200   4.800E+23   2.886E+22
 890.300   4.798E+23   2.885E+22
 890.400   4.797E+23   2.884E+22
 890.500   4.795E+23   2.883E+22
 890.600   4.793E+23   2.882E+22
 890.700   4.791E+23   2.881E+22
 890.800   4.790E+23   2.880E+22
 890.900   4.788E+23   2.879E+22
 891.000   4.786E+23   2.878E+22
 891.100   4.785E+23   2.877E+22
 891.200   4.783E+23   2.876E+22
 891.300   4.781E+23   2.875E+22
 891.400   4.780E+23   2.874E+22
 891.500   4.778E+23   2.873E+22
 891.600   4.776E+23   2.872E+22
 891.700   4.774E+23   2.871E+22
 891.800   4.773E+23   2.870E+22
 891.900   4.771E+23   2.869E+22
 892.000   4.769E+23   2.868E+22
 892.100   4.768E+23   2.867E+22
 892.200   4.766E+23   2.865E+22
 892.300   4.764E+23   2.864E+22
 892.400   4.763E+23   2.863E+22
 892.500   4.761E+23   2.862E+22
 892.600   4.759E+23   2.861E+22
 892.700   4.758E+23   2.860E+22
 892.800   4.756E+23   2.859E+22
 892.900   4.754E+23   2.858E+22
 893.000   4.753E+23   2.857E+22
 893.100   4.751E+23   2.856E+22
 893.200   4.749E+23   2.855E+22
 893.300   4.748E+23   2.854E+22
 893.400   4.746E+23   2.853E+22
 893.500   4.744E+23   2.852E+22
 893.600   4.743E+23   2.851E+22
 893.700   4.741E+23   2.850E+22
 893.800   4.739E+23   2.849E+22
 893.900   4.738E+23   2.848E+22
 894.000   4.736E+23   2.847E+22
 894.100   4.734E+23   2.846E+22
 894.200   4.733E+23   2.845E+22
 894.300   4.731E+23   2.844E+22
 894.400   4.729E+23   2.843E+22
 894.500   4.727E+23   2.842E+22
 894.600   4.726E+23   2.841E+22
 894.700   4.724E+23   2.840E+22
 894.800   4.722E+23   2.839E+22
 894.900   4.721E+23   2.838E+22
 895.000   4.719E+23   2.837E+22
 895.100   4.718E+23   2.836E+22
 895.200   4.716E+23   2.835E+22
 895.300   4.714E+23   2.834E+22
 895.400   4.713E+23   2.833E+22
 895.500   4.711E+23   2.832E+22
 895.600   4.709E+23   2.830E+22
 895.700   4.708E+23   2.829E+22
 895.800   4.706E+23   2.828E+22
 895.900   4.704E+23   2.827E+22
 896.000   4.703E+23   2.826E+22
 896.100   4.701E+23   2.825E+22
 896.200   4.699E+23   2.824E+22
 896.300   4.698E+23   2.823E+22
 896.400   4.696E+23   2.822E+22
 896.500   4.694E+23   2.821E+22
 896.600   4.693E+23   2.820E+22
 896.700   4.691E+23   2.819E+22
 896.800   4.689E+23   2.818E+22
 896.900   4.688E+23   2.817E+22
 897.000   4.686E+23   2.816E+22
 897.100   4.684E+23   2.815E+22
 897.200   4.683E+23   2.814E+22
 897.300   4.681E+23   2.813E+22
 897.400   4.679E+23   2.812E+22
 897.500   4.678E+23   2.811E+22
 897.600   4.676E+23   2.810E+22
 897.700   4.675E+23   2.809E+22
 897.800   4.673E+23   2.808E+22
 897.900   4.671E+23   2.807E+22
 898.000   4.670E+23   2.806E+22
 898.100   4.668E+23   2.805E+22
 898.200   4.666E+23   2.804E+22
 898.300   4.665E+23   2.803E+22
 898.400   4.663E+23   2.802E+22
 898.500   4.661E+23   2.801E+22
 898.600   4.660E+23   2.800E+22
 898.700   4.658E+23   2.799E+22
 898.800   4.656E+23   2.798E+22
 898.900   4.655E+23   2.797E+22
 899.000   4.653E+23   2.796E+22
 899.100   4.652E+23   2.795E+22
 899.200   4.650E+23   2.794E+22
 899.300   4.648E+23   2.793E+22
 899.400   4.647E+23   2.792E+22
 899.500   4.645E+23   2.791E+22
 899.600   4.643E+23   2.790E+22
 899.700   4.642E+23   2.789E+22
 899.800   4.640E+23   2.788E+22
 899.900   4.639E+23   2.787E+22
 900.000   4.637E+23   2.786E+22
 900.100   4.635E+23   2.785E+22
 900.200   4.634E+23   2.784E+22
 900.300   4.632E+23   2.783E+22
 900.400   4.630E+23   2.782E+22
 900.500   4.629E+23   2.781E+22
 900.600   4.627E+23   2.780E+22
 900.700   4.626E+23   2.779E+22
 900.800   4.624E+23   2.778E+22
 900.900   4.622E+23   2.777E+22
 901.000   4.621E+23   2.776E+22
 901.100   4.619E+23   2.775E+22
 901.200   4.617E+23   2.774E+22
 901.300   4.616E+23   2.773E+22
 901.400   4.614E+23   2.772E+22
 901.500   4.613E+23   2.771E+22
 901.600   4.611E+23   2.770E+22
 901.700   4.609E+23   2.769E+22
 901.800   4.608E+23   2.768E+22
 901.900   4.606E+23   2.767E+22
 902.000   4.604E+23   2.766E+22
 902.100   4.603E+23   2.765E+22
 902.200   4.601E+23   2.764E+22
 902.300   4.600E+23   2.763E+22
 902.400   4.598E+23   2.762E+22
 902.500   4.596E+23   2.761E+22
 902.600   4.595E+23   2.760E+22
 902.700   4.593E+23   2.759E+22
 902.800   4.592E+23   2.758E+22
 902.900   4.590E+23   2.757E+22
 903.000   4.588E+23   2.756E+22
 903.100   4.587E+23   2.755E+22
 903.200   4.585E+23   2.754E+22
 903.300   4.584E+23   2.753E+22
 903.400   4.582E+23   2.752E+22
 903.500   4.580E+23   2.751E+22
 903.600   4.579E+23   2.750E+22
 903.700   4.577E+23   2.749E+22
 903.800   4.576E+23   2.748E+22
 903.900   4.574E+23   2.747E+22
 904.000   4.572E+23   2.746E+22
 904.100   4.571E+23   2.745E+22
 904.200   4.569E+23   2.744E+22
 904.300   4.568E+23   2.743E+22
 904.400   4.566E+23   2.742E+22
 904.500   4.564E+23   2.741E+22
 904.600   4.563E+23   2.740E+22
 904.700   4.561E+23   2.739E+22
 904.800   4.560E+23   2.739E+22
 904.900   4.558E+23   2.738E+22
 905.000   4.556E+23   2.737E+22
 905.100   4.555E+23   2.736E+22
 905.200   4.553E+23   2.735E+22
 905.300   4.552E+23   2.734E+22
 905.400   4.550E+23   2.733E+22
 905.500   4.548E+23   2.732E+22
 905.600   4.547E+23   2.731E+22
 905.700   4.545E+23   2.730E+22
 905.800   4.544E+23   2.729E+22
 905.900   4.542E+23   2.728E+22
 906.000   4.541E+23   2.727E+22
 906.100   4.539E+23   2.726E+22
 906.200   4.537E+23   2.725E+22
 906.300   4.536E+23   2.724E+22
 906.400   4.534E+23   2.723E+22
 906.500   4.533E+23   2.722E+22
 906.600   4.531E+23   2.721E+22
 906.700   4.529E+23   2.720E+22
 906.800   4.528E+23   2.719E+22
 906.900   4.526E+23   2.718E+22
 907.000   4.525E+23   2.717E+22
 907.100   4.523E+23   2.716E+22
 907.200   4.522E+23   2.715E+22
 907.300   4.520E+23   2.714E+22
 907.400   4.518E+23   2.713E+22
 907.500   4.517E+23   2.712E+22
 907.600   4.515E+23   2.711E+22
 907.700   4.514E+23   2.710E+22
